id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NANP	4	0.99961	0.99941	0.999852	19106	0	0.60617	0.00038582	0.0010605	0.748856	25	4	0.60617
RASA4B	4	0.023386	0.054416	0.728574	1180	1	0.37176	0.00039014	0.0010719	0.748856	26	2	0.37176
ARHGEF26	4	0.79288	0.74252	0.937784	15137	0	1.018	0.00039784	0.0011413	0.748856	27	2	1.018
SETDB1	4	0.99959	0.99937	0.999852	19105	0	0.66705	0.00041293	0.0011807	0.748856	28	4	0.66705
GIPC1	4	0.99955	0.99937	0.999852	19104	0	1.0101	0.00044886	0.0012216	0.748856	29	4	1.0101
RAB7B	4	0.95901	0.94751	0.987983	18313	0	0.85597	0.00047912	0.0013734	0.748856	30	3	0.85597
RBM24	4	0.99885	0.99883	0.999836	19086	0	0.94606	0.00048749	0.0013739	0.748856	31	4	0.94606
ROR2	4	0.75994	0.71221	0.932695	14529	0	0.73246	0.00048785	0.0013739	0.748856	32	2	0.73246
ILVBL	4	0.89574	0.86815	0.96551	17102	0	0.22976	0.00049415	0.0013739	0.748856	33	2	0.22976
PLXNC1	4	0.2267	0.29444	0.820598	6680	1	0.67867	0.00050145	0.0013739	0.748856	34	3	0.67867
ABHD12	4	0.7122	0.65973	0.925563	13614	1	0.16473	0.00054616	0.0015505	0.748856	35	2	0.16473
RPA4	4	0.62451	0.58041	0.894736	12225	1	0.47022	0.00057404	0.0015739	0.748856	36	2	0.47022
NT5M	4	0.99941	0.99921	0.999836	19103	0	0.50654	0.00059272	0.001621	0.748856	37	4	0.50654
ATP11C	4	0.073609	0.1434	0.820598	3177	2	-0.12865	0.00059816	0.0016396	0.748856	38	2	-0.12865
HNRNPLL	4	0.99939	0.99919	0.999836	19102	0	0.5442	0.0006101	0.0016402	0.748856	39	4	0.5442
PCOLCE2	4	0.99938	0.99917	0.999836	19101	0	0.73142	0.0006216	0.0016847	0.748856	40	4	0.73142
EMCN	4	0.99937	0.99914	0.999836	19100	0	0.69785	0.00063128	0.0017515	0.748856	41	4	0.69785
MAP2K5	4	0.406	0.45388	0.894736	9564	1	-0.0040576	0.00065016	0.0018142	0.748856	42	1	-0.0040576
ARRDC1	4	0.13821	0.2189	0.820598	4685	2	0.50791	0.0006769	0.0018841	0.748856	43	2	0.50791
ZMYND19	4	0.28903	0.35513	0.838571	8044	1	0.45636	0.00069831	0.0019618	0.748856	44	2	0.45636
MYPN	4	0.082396	0.1582	0.820598	3414	2	-0.37863	0.00070216	0.0019618	0.748856	45	1	-0.37863
ATP5G1	3	0.92701	0.91189	0.981237	17693	0	1.4622	0.00071304	0.0015205	0.748856	46	2	1.4622
NAT10	4	0.6944	0.64488	0.923574	13325	1	0.94752	0.00073529	0.0020835	0.748856	47	3	0.94752
THAP11	4	0.99926	0.99903	0.999836	19098	0	0.59172	0.00073898	0.0020841	0.748856	48	4	0.59172
SERPINH1	4	0.99925	0.99901	0.999836	19097	0	0.64067	0.00074858	0.0021058	0.748856	49	4	0.64067
ATF7IP2	4	0.93334	0.91753	0.981751	17825	0	0.64447	0.00075416	0.0021063	0.748856	50	3	0.64447
KAZALD1	4	0.99922	0.99901	0.999836	19096	0	0.80774	0.00078088	0.0022141	0.748856	51	4	0.80774
CLMP	4	0.9992	0.99901	0.999836	19095	0	0.48802	0.00079778	0.0022581	0.748856	52	4	0.48802
DMRTA1	4	0.2703	0.33529	0.837887	7627	1	0.096348	0.00080616	0.0022586	0.748856	53	1	0.096348
MAST1	4	0.99918	0.99901	0.999836	19094	0	0.73367	0.00082277	0.0022586	0.748856	54	4	0.73367
TRERF1	4	0.99917	0.99901	0.999836	19093	0	0.57396	0.0008272	0.0023534	0.748856	55	4	0.57396
OR8A1	4	0.99036	0.98865	0.999296	18895	0	0.94592	0.00083861	0.0023539	0.748856	56	3	0.94592
RGSL1	4	0.38936	0.44077	0.888847	9400	1	0.078315	0.00085815	0.0025751	0.748856	57	2	0.078315
CD320	4	0.96472	0.95346	0.989918	18418	0	0.46563	0.00088137	0.0027548	0.748856	58	2	0.46563
SLC26A1	4	0.99912	0.99894	0.999836	19092	0	0.51957	0.00088352	0.0027548	0.748856	59	4	0.51957
INPP5A	4	0.10813	0.19201	0.820598	4010	1	0.47589	0.00088603	0.0027548	0.748856	60	2	0.47589
OR5K1	4	0.99388	0.99299	0.999296	18980	0	0.84766	0.00089632	0.0027812	0.748856	61	4	0.84766
SPSB2	4	0.39799	0.44568	0.891782	9491	1	0.16689	0.00091014	0.0027818	0.748856	62	2	0.16689
MON1A	3	0.98016	0.97811	0.999041	18718	0	1.1962	0.00092896	0.0017655	0.748856	63	3	1.1962
DEGS2	4	0.95023	0.93722	0.986234	18160	0	0.90219	0.00093921	0.0028216	0.748856	64	3	0.90219
PLCE1	4	0.65633	0.59706	0.894736	12702	1	0.58653	0.00094865	0.0028688	0.748856	65	2	0.58653
NEDD4L	4	0.068875	0.13136	0.820598	2993	1	0.30638	0.00096213	0.0029123	0.748856	66	2	0.30638
TTLL7	4	0.99902	0.99885	0.999836	19091	0	0.5176	0.00097973	0.0029682	0.748856	67	4	0.5176
LURAP1	4	0.90352	0.87247	0.96551	17261	0	0.80773	0.00098743	0.0029687	0.748856	68	3	0.80773
AP2B1	4	0.99461	0.99382	0.999296	18999	0	0.43016	0.0010141	0.003064	0.748856	69	4	0.43016
PTP4A3	4	0.99898	0.99883	0.999836	19090	0	0.76789	0.0010237	0.0030868	0.748856	70	4	0.76789
IDI1	4	0.99897	0.99883	0.999836	19089	0	0.71423	0.0010311	0.0030868	0.748856	71	4	0.71423
KIF26A	4	0.26651	0.33001	0.834089	7541	1	0.53506	0.0010388	0.0030874	0.748856	72	3	0.53506
ZFYVE9	4	0.14342	0.22041	0.820598	4787	2	-0.13794	0.0010661	0.0031402	0.748856	73	2	-0.13794
E2F2	4	0.99888	0.99883	0.999836	19088	0	0.58136	0.0011153	0.0031904	0.748856	74	4	0.58136
MTF2	4	0.99888	0.99883	0.999836	19087	0	0.61646	0.001116	0.0032391	0.748856	75	4	0.61646
NAALADL1	4	0.97857	0.97578	0.997757	18690	0	0.26214	0.0011181	0.0032391	0.748856	76	2	0.26214
SEC23A	4	0.99884	0.99881	0.999836	19085	0	0.74018	0.0011649	0.0033852	0.748856	77	4	0.74018
POLR3F	4	0.4909	0.50658	0.894736	10500	1	0.5894	0.0011693	0.0033852	0.748856	78	2	0.5894
TIAM2	4	0.47401	0.49352	0.894736	10308	1	0.85616	0.0011701	0.0033857	0.748856	79	3	0.85616
DHRS1	4	0.682	0.62336	0.908827	13103	1	0.86955	0.0011736	0.0033857	0.748856	80	2	0.86955
TXN	4	0.096089	0.17969	0.820598	3740	1	0.63034	0.0011886	0.003436	0.748856	81	2	0.63034
IMPAD1	4	0.31161	0.38188	0.850105	8529	1	-0.15327	0.001222	0.0034603	0.748856	82	1	-0.15327
REXO2	4	0.99875	0.99864	0.999836	19084	0	0.53319	0.001251	0.003537	0.748856	83	4	0.53319
VPS33A	4	0.99565	0.99543	0.999296	19026	0	0.58728	0.0012651	0.0036861	0.748856	84	4	0.58728
LKAAEAR1	4	0.82094	0.77949	0.941928	15711	0	0.14672	0.001274	0.0037726	0.748856	85	2	0.14672
POLR3G	4	0.31773	0.38771	0.85137	8658	2	0.65944	0.0012965	0.0037732	0.748856	86	2	0.65944
SPATA31A1	4	0.99868	0.99857	0.999836	19083	0	0.70007	0.0013155	0.0037965	0.748856	87	4	0.70007
MRPS21	4	0.10223	0.18161	0.820598	3879	2	-0.4343	0.001326	0.0037965	0.748856	88	1	-0.4343
LY6E	4	0.19867	0.27601	0.820598	6047	1	0.81927	0.0013287	0.0039809	0.748856	89	3	0.81927
CORO7-PAM16	4	0.54786	0.53633	0.894736	11203	1	0.60207	0.0013396	0.0039814	0.748856	90	2	0.60207
SCYL2	4	0.99865	0.99853	0.999836	19082	0	0.28884	0.0013482	0.0039814	0.748856	91	4	0.28884
CFAP69	4	0.77444	0.72315	0.932695	14776	0	0.76451	0.0013626	0.0040104	0.748856	92	3	0.76451
PIGB	4	0.99862	0.9985	0.999836	19081	0	0.47964	0.0013803	0.0040109	0.748856	93	4	0.47964
SMC6	4	0.99455	0.99364	0.999296	18998	0	0.73468	0.0014299	0.0041502	0.748856	94	4	0.73468
PHKA1	4	0.99853	0.99847	0.999836	19080	0	0.44924	0.0014672	0.0042808	0.748856	95	4	0.44924
MC1R	4	0.99853	0.99847	0.999836	19079	0	0.44862	0.0014684	0.0042808	0.748856	96	4	0.44862
PML	4	0.95194	0.94013	0.987723	18187	0	0.51344	0.0014685	0.0042808	0.748856	97	3	0.51344
TPSG1	4	0.7741	0.72315	0.932695	14772	0	0.75426	0.0014706	0.0043538	0.748856	98	2	0.75426
RALGAPB	4	0.023692	0.054416	0.728574	1194	2	-0.15622	0.0014819	0.0043766	0.748856	99	1	-0.15622
NR2F2	4	0.99848	0.99842	0.999836	19078	0	0.65617	0.0015222	0.0045252	0.748856	100	4	0.65617
CAPG	4	0.93173	0.91627	0.981751	17795	0	0.98159	0.0015282	0.0045858	0.748856	101	3	0.98159
TMEM45B	4	0.18947	0.26992	0.820598	5819	1	0.10584	0.0015339	0.004619	0.748856	102	1	0.10584
TMEM237	3	0.66688	0.61487	0.904125	12874	0	0.70689	0.0015752	0.002961	0.748856	103	2	0.70689
MTNR1B	4	0.82571	0.78076	0.941928	15809	0	0.094734	0.0016378	0.0050163	0.748856	104	2	0.094734
PVR	4	0.010327	0.027885	0.728574	618	2	0.059734	0.0016528	0.0050163	0.748856	105	2	0.059734
NCOA1	4	0.11257	0.19587	0.820598	4103	2	-0.36988	0.0016655	0.0050168	0.748856	106	2	-0.36988
ACSM5	4	0.32848	0.39982	0.861531	8846	1	1.0509	0.001668	0.0050168	0.748856	107	3	1.0509
WDR73	4	0.99833	0.99824	0.999836	19077	0	0.44761	0.00167	0.0050168	0.748856	108	4	0.44761
DNM2	4	0.085553	0.16328	0.820598	3490	1	0.78522	0.0016849	0.0050774	0.748856	109	3	0.78522
GJC2	4	0.2203	0.28771	0.820598	6544	2	0.13774	0.0016884	0.0050774	0.748856	110	2	0.13774
KCNN4	4	0.95368	0.9444	0.987983	18222	0	0.42893	0.0016898	0.0050774	0.748856	111	3	0.42893
TSEN34	4	0.62214	0.58041	0.894736	12188	1	0.8344	0.0016929	0.0050779	0.748856	112	3	0.8344
SPINK9	4	0.99564	0.99543	0.999296	19025	0	0.63602	0.0017018	0.0050779	0.748856	113	4	0.63602
ST7L	4	0.95682	0.94704	0.987983	18278	0	0.88903	0.0017374	0.0053545	0.748856	114	3	0.88903
ZNF668	4	0.58939	0.56229	0.894736	11751	1	0.60175	0.0017417	0.0053545	0.748856	115	3	0.60175
LXN	4	0.99824	0.99803	0.999836	19076	0	0.37466	0.0017643	0.0054804	0.748856	116	4	0.37466
KLF1	4	0.98608	0.98524	0.999296	18824	0	0.6307	0.0017801	0.005512	0.748856	117	3	0.6307
ATP1B1	4	0.99822	0.998	0.999836	19075	0	0.36821	0.0017846	0.005512	0.748856	118	4	0.36821
KIAA1456	4	0.92323	0.90086	0.975998	17643	0	0.10416	0.0017937	0.0055125	0.748856	119	1	0.10416
PSMB1	4	0.54292	0.52968	0.894736	11135	1	0.8706	0.0017941	0.0055125	0.748856	120	3	0.8706
DDX51	4	0.31619	0.38536	0.850105	8621	2	-0.026032	0.0018456	0.0055446	0.748856	121	1	-0.026032
LIN7C	4	0.99814	0.99796	0.999836	19074	0	0.49216	0.0018556	0.0055446	0.748856	122	4	0.49216
PRRC2B	4	0.99812	0.99796	0.999836	19073	0	0.41444	0.0018842	0.0056192	0.748856	123	4	0.41444
SLC31A2	4	0.68737	0.62994	0.910701	13205	1	0.42205	0.0018976	0.0056549	0.748856	124	2	0.42205
ATP8B2	4	0.99807	0.99784	0.999836	19072	0	0.48913	0.0019288	0.00573	0.748856	125	4	0.48913
NLRP2	4	0.68399	0.62666	0.910168	13141	1	0.40655	0.0019495	0.0057306	0.748856	126	3	0.40655
DOCK10	3	0.95836	0.95667	0.990671	18295	0	0.32239	0.0019692	0.0038747	0.748856	127	2	0.32239
VAPB	4	0.77915	0.73222	0.932695	14873	0	0.43531	0.0020015	0.0059377	0.748856	128	2	0.43531
FSIP1	4	0.85791	0.81702	0.950712	16412	0	0.72909	0.0020534	0.0059797	0.748856	129	3	0.72909
GRIK4	4	0.30738	0.37893	0.850105	8438	2	0.41389	0.0020539	0.0059797	0.748856	130	2	0.41389
CAPRIN1	4	0.99794	0.99766	0.999836	19071	0	0.7679	0.0020604	0.0059797	0.748856	131	4	0.7679
RGPD3	4	0.74926	0.70421	0.932695	14302	0	0.65294	0.0020678	0.0059797	0.748856	132	3	0.65294
ASXL3	4	0.053893	0.10406	0.814067	2398	2	0.20003	0.0020765	0.0059797	0.748856	133	2	0.20003
THEM5	4	0.99792	0.99766	0.999836	19070	0	0.51464	0.0020821	0.0059797	0.748856	134	4	0.51464
KMT2D	4	0.76825	0.72011	0.932695	14681	0	0.36767	0.0020992	0.0060735	0.748856	135	2	0.36767
FDXACB1	4	0.17763	0.25939	0.820598	5544	1	0.8441	0.0021051	0.006074	0.748856	136	3	0.8441
ELK3	4	0.38212	0.43589	0.886288	9331	1	0.26474	0.0021054	0.006074	0.748856	137	3	0.26474
CHURC1-FNTB	3	0.36539	0.37281	0.849601	9185	1	0.8156	0.002106	0.0041041	0.748856	138	2	0.8156
TBX19	4	0.99788	0.99751	0.999836	19069	0	0.47104	0.002124	0.0061149	0.748856	139	4	0.47104
ZNF567	4	0.94456	0.93254	0.986234	18053	0	0.76517	0.0021573	0.0063853	0.748856	140	3	0.76517
TEAD3	4	0.99784	0.99751	0.999836	19068	0	0.61373	0.0021631	0.0063853	0.748856	141	4	0.61373
IFNA8	4	0.45747	0.48033	0.894736	10127	1	0.01802	0.0022093	0.0063858	0.748856	142	1	0.01802
CNTFR	4	0.47824	0.49682	0.894736	10362	1	0.34225	0.0022497	0.0064277	0.748856	143	2	0.34225
ZNF483	4	0.54145	0.52968	0.894736	11121	1	0.41576	0.0022556	0.0064624	0.748856	144	2	0.41576
COX18	3	0.71247	0.66232	0.928094	13617	0	1.2571	0.0022568	0.0047324	0.748856	145	2	1.2571
ZNF544	4	0.99774	0.99743	0.999836	19067	0	0.39692	0.0022594	0.0064624	0.748856	146	4	0.39692
CIRH1A	4	0.84691	0.80194	0.943623	16195	0	0.49432	0.0022612	0.006463	0.748856	147	2	0.49432
HIF3A	4	0.9977	0.99738	0.999836	19066	0	0.60286	0.0022952	0.0065008	0.748856	148	4	0.60286
HSD11B1	4	0.62261	0.58041	0.894736	12197	1	0.41825	0.002306	0.0065008	0.748856	149	2	0.41825
CBWD6	4	0.98305	0.98283	0.999296	18779	0	0.66915	0.0023095	0.0065008	0.748856	150	3	0.66915
PLAGL1	4	0.94713	0.93518	0.986234	18097	0	0.26103	0.0023131	0.0065008	0.748856	151	2	0.26103
NIPSNAP3B	4	0.99001	0.98851	0.999296	18885	0	0.53869	0.0023183	0.0065008	0.748856	152	3	0.53869
IRGC	4	0.99767	0.99738	0.999836	19065	0	0.40872	0.0023308	0.0065008	0.748856	153	4	0.40872
CXCL11	4	0.99766	0.99738	0.999836	19064	0	0.36535	0.0023402	0.0065013	0.748856	154	4	0.36535
ITGAD	4	0.88198	0.85542	0.96551	16858	0	0.63402	0.0023506	0.0065013	0.748856	155	3	0.63402
DOK1	4	0.64642	0.59362	0.894736	12545	1	0.64959	0.0023539	0.0065013	0.748856	156	3	0.64959
TDRD10	4	0.031572	0.063432	0.728574	1531	2	-0.45963	0.0023651	0.0065013	0.748856	157	1	-0.45963
USE1	4	0.99762	0.99738	0.999836	19063	0	0.42016	0.0023843	0.0065013	0.748856	158	4	0.42016
CNEP1R1	4	0.98159	0.98071	0.999218	18758	0	0.39866	0.002417	0.0066546	0.748856	159	2	0.39866
CAND1	4	0.99757	0.99734	0.999836	19062	0	0.46766	0.0024264	0.0066929	0.748856	160	4	0.46766
GCM2	4	0.99756	0.99734	0.999836	19061	0	0.59605	0.0024446	0.0067857	0.748856	161	4	0.59605
ZDHHC7	4	0.99754	0.99734	0.999836	19060	0	0.32966	0.0024627	0.0067862	0.748856	162	4	0.32966
PDZK1IP1	4	0.92356	0.90155	0.975998	17649	0	0.12997	0.0024689	0.0067862	0.748856	163	1	0.12997
HIVEP1	4	0.99748	0.9973	0.999836	19059	0	0.36927	0.0025154	0.0069846	0.748856	164	4	0.36927
ZCCHC3	4	0.7384	0.68776	0.93211	14084	1	0.48783	0.0025191	0.0069846	0.748856	165	2	0.48783
USP21	4	0.44092	0.47538	0.894736	9941	1	0.21727	0.0025209	0.0069846	0.748856	166	2	0.21727
FAM63A	4	0.99746	0.9973	0.999836	19058	0	0.42215	0.0025395	0.0069846	0.748856	167	4	0.42215
ZNF333	4	0.036607	0.070176	0.743401	1737	1	0.32835	0.0025597	0.007027	0.748856	168	2	0.32835
IQCH	4	0.97226	0.96564	0.993827	18563	0	0.91201	0.0025666	0.0070742	0.748856	169	3	0.91201
PF4	4	0.18274	0.26335	0.820598	5665	2	-0.10506	0.0025728	0.0072342	0.748856	170	1	-0.10506
PSORS1C2	4	0.4319	0.46873	0.894736	9829	1	0.52561	0.0026766	0.0075139	0.748856	171	3	0.52561
KLHL12	4	0.92962	0.91183	0.981232	17759	0	0.80145	0.0027187	0.0077278	0.748856	172	3	0.80145
CH17-360D5.1	4	0.87873	0.84962	0.96551	16796	0	0.84891	0.0027286	0.0077284	0.748856	173	3	0.84891
NHP2L1	4	0.26416	0.32898	0.834089	7486	1	0.76995	0.002734	0.0077284	0.748856	174	3	0.76995
MB21D1	4	0.99726	0.99695	0.999836	19057	0	0.30665	0.0027356	0.0077284	0.748856	175	4	0.30665
SELT	4	0.17258	0.25324	0.820598	5429	1	0.57454	0.0027738	0.0079102	0.748856	176	2	0.57454
SMYD3	4	0.91687	0.88964	0.970131	17514	0	0.73016	0.0027803	0.0079589	0.748856	177	3	0.73016
TNP1	4	0.81256	0.76899	0.941928	15560	0	0.45209	0.0027805	0.0079589	0.748856	178	3	0.45209
TBC1D24	4	0.99721	0.99679	0.999836	19056	0	0.57674	0.0027895	0.00805	0.748856	179	4	0.57674
WASF2	4	0.99718	0.99673	0.999836	19055	0	0.78785	0.0028193	0.0080998	0.748856	180	4	0.78785
MT1G	4	0.77083	0.72315	0.932695	14717	0	0.49336	0.0028394	0.0081003	0.748856	181	2	0.49336
AIF1L	4	0.37383	0.42595	0.875496	9259	1	0.46471	0.0028583	0.0082898	0.748856	182	2	0.46471
UBE4B	4	0.34136	0.40803	0.865158	8972	1	0.76921	0.0028583	0.0082898	0.748856	183	3	0.76921
SGPP1	4	0.11698	0.20112	0.820598	4200	1	0.099806	0.0029362	0.0083406	0.748856	184	2	0.099806
COPZ1	4	0.55398	0.53956	0.894736	11288	1	0.67894	0.0029982	0.0086514	0.748856	185	3	0.67894
NPY	4	0.58106	0.5574	0.894736	11640	1	0.23563	0.00304	0.0086519	0.748856	186	2	0.23563
AZGP1	4	0.85231	0.80671	0.944757	16306	0	0.72244	0.0030575	0.0086519	0.748856	187	3	0.72244
PTK2	4	0.99694	0.99645	0.999689	19053	0	0.38646	0.0030596	0.0086519	0.748856	188	4	0.38646
ARMCX2	4	0.97947	0.97746	0.998676	18704	0	0.6923	0.0030742	0.008712	0.748856	189	3	0.6923
ATL1	4	0.17172	0.25151	0.820598	5409	1	0.41538	0.0030919	0.0088171	0.748856	190	2	0.41538
RASA4	4	0.71716	0.6664	0.928842	13704	1	0.56158	0.0031173	0.0088177	0.748856	191	3	0.56158
TMEM255B	4	0.7882	0.73664	0.932695	15041	0	0.60148	0.0031249	0.0088177	0.748856	192	3	0.60148
BEND5	4	0.84018	0.79466	0.943623	16080	0	0.58483	0.0031296	0.0088177	0.748856	193	3	0.58483
EIF2AK2	4	0.92993	0.91183	0.981232	17767	0	0.39085	0.0031438	0.0091165	0.748856	194	2	0.39085
NCAPD3	4	0.94221	0.92987	0.986234	18003	0	0.65485	0.0031946	0.0092253	0.748856	195	3	0.65485
POLR2J	4	0.035808	0.065601	0.728574	1704	3	-0.86379	0.0031957	0.0092253	0.748856	196	1	-0.86379
SEPP1	4	0.89341	0.86726	0.96551	17058	0	0.53287	0.0031991	0.0092253	0.748856	197	2	0.53287
AQR	4	0.76705	0.71854	0.932695	14657	0	0.81521	0.0032029	0.0092818	0.748856	198	3	0.81521
PPM1G	4	0.59233	0.56389	0.894736	11791	1	0.080716	0.0032476	0.0093351	0.748856	199	2	0.080716
SMG8	4	0.85647	0.81135	0.945438	16387	0	0.47274	0.0032763	0.0094335	0.748856	200	3	0.47274
FIBP	4	0.89091	0.86364	0.96551	17019	0	0.76713	0.0032985	0.0094335	0.748856	201	3	0.76713
RGL3	4	0.92316	0.90086	0.975998	17639	0	0.11623	0.0032995	0.0094335	0.748856	202	2	0.11623
ST3GAL2	4	0.46945	0.49186	0.894736	10257	1	0.78942	0.0033122	0.0094335	0.748856	203	3	0.78942
EPDR1	4	0.46863	0.49185	0.894736	10251	1	0.033199	0.0033514	0.009434	0.748856	204	1	0.033199
RPRM	4	0.99664	0.99603	0.999324	19052	0	0.74439	0.0033623	0.009434	0.748856	205	4	0.74439
LOC101927322	4	0.85416	0.80907	0.945438	16341	0	0.41123	0.0033831	0.009434	0.748856	206	2	0.41123
RDH13	4	0.99661	0.99597	0.99932	19051	0	0.37624	0.003386	0.0095806	0.748856	207	4	0.37624
PPIC	4	0.043936	0.081398	0.766466	2018	3	-0.59598	0.0034033	0.009648	0.748856	208	1	-0.59598
UPF3A	4	0.99106	0.98935	0.999296	18914	0	0.80668	0.0034101	0.009648	0.748856	209	3	0.80668
SYVN1	4	0.68461	0.62828	0.910168	13156	1	0.35257	0.0034191	0.009648	0.748856	210	2	0.35257
SCNN1A	4	0.10723	0.1906	0.820598	3998	1	0.66565	0.0034227	0.009648	0.748856	211	2	0.66565
SUGCT	4	0.99657	0.9959	0.999296	19050	0	0.37827	0.0034322	0.0096485	0.748856	212	4	0.37827
C15orf41	4	0.91859	0.8912	0.971111	17546	0	0.48911	0.003438	0.0096485	0.748856	213	3	0.48911
APOBR	4	0.99656	0.9959	0.999296	19049	0	0.38929	0.0034385	0.0096485	0.748856	214	4	0.38929
EVA1A	4	0.46483	0.48364	0.894736	10213	1	0.45865	0.0034552	0.0097578	0.748856	215	2	0.45865
RAB5C	4	0.42496	0.46544	0.894736	9758	1	0.53897	0.0034552	0.0097578	0.748856	216	2	0.53897
B3GALTL	4	0.48063	0.49843	0.894736	10387	1	0.633	0.0034709	0.0097578	0.748856	217	3	0.633
STRN3	4	0.78789	0.73664	0.932695	15035	0	0.57066	0.0034905	0.0097583	0.748856	218	3	0.57066
TMEM181	4	0.9965	0.9959	0.999296	19048	0	0.46474	0.0035024	0.0098536	0.748856	219	4	0.46474
TRIM29	4	0.74726	0.70103	0.932695	14258	0	0.52722	0.0035071	0.0098536	0.748856	220	2	0.52722
MEIG1	4	0.99644	0.99582	0.999296	19047	0	0.52725	0.0035578	0.010022	0.748856	221	4	0.52725
USP48	4	0.88872	0.86188	0.96551	16981	0	0.62703	0.003559	0.010022	0.748856	222	3	0.62703
BOD1L1	4	0.63272	0.58372	0.894736	12353	1	-0.15261	0.0036109	0.010129	0.748856	223	1	-0.15261
POLR1A	4	0.99638	0.99582	0.999296	19046	0	0.63428	0.0036173	0.010129	0.748856	224	4	0.63428
ZCCHC2	4	0.17749	0.25717	0.820598	5540	1	0.77184	0.0036257	0.010129	0.748856	225	3	0.77184
BCL9	3	0.99637	0.9957	0.999296	19045	0	0.51936	0.0036312	0.0065717	0.748856	226	3	0.51936
UNC80	4	0.40062	0.44735	0.892686	9521	1	0.83267	0.0036344	0.010183	0.748856	227	3	0.83267
BCKDHA	4	0.93452	0.91812	0.981751	17845	0	0.56703	0.0036357	0.010183	0.748856	228	3	0.56703
SSRP1	4	0.99635	0.99576	0.999296	19044	0	0.41734	0.0036454	0.010184	0.748856	229	4	0.41734
UBE2H	4	0.92255	0.89798	0.974061	17624	0	0.76066	0.0036566	0.010184	0.748856	230	3	0.76066
COX7C	4	0.99634	0.99576	0.999296	19043	0	0.62185	0.0036612	0.010184	0.748856	231	4	0.62185
CENPE	4	0.65999	0.59872	0.894736	12770	1	0.37107	0.0036797	0.010509	0.748856	232	2	0.37107
ECH1	4	0.99631	0.9957	0.999296	19042	0	0.32641	0.0036853	0.010567	0.748856	233	4	0.32641
CFAP97	4	0.38621	0.43752	0.887767	9370	1	0.36122	0.0037147	0.010567	0.748856	234	2	0.36122
